ID,City,Postal Code,AreaCode,JoinDate,ExpiryDate,Time2ExpiryDays,Time2ExpiryYears,YearJoin,YearExpire,ProdCount,ProdMix,Gender,AssocMemCount,JoinAge,ExpireAge,PlusMemb,LTVCode,ERSCalls,ERSCallsBinary,RenewType,Target
6.2E+15,ST CATHARINES,L2R0A3,905,2/18/2011,2/29/2012,376,1,2011,2012,1,M,F,0,76,77,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2M2B1,905,4/11/2011,4/30/2012,385,1,2011,2012,2,MO,M,0,76,77,N,C,0,NO,R,YES
6.2E+15,GRIMSBY,L3M5N8,905,6/24/2011,6/30/2012,372,1,2011,2012,2,MO,M,0,76,77,N,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2N2B8,,5/11/2010,5/31/2011,385,1,2010,2011,1,M,M,1,,,N,D,1,YES,R,YES
6.2E+15,PORT COLBORNE,L3K5V5,,5/11/2010,5/31/2011,385,1,2010,2011,1,M,M,1,,,N,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2M5B3,905,7/11/2011,7/31/2012,386,1,2011,2012,2,EM,F,0,76,77,Y,C,2,YES,R,YES
6.2E+15,GRIMSBY,L3M3Z1,,5/11/2010,5/31/2011,385,1,2010,2011,1,M,F,1,,,N,D,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2G6R6,905,10/20/2011,10/31/2012,377,1,2011,2012,3,EGM,M,1,76,77,N,C,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G2B6,,12/1/2011,12/31/2012,396,1,2011,2012,2,EM,M,0,76,77,Y,C,1,YES,R,YES
6.2E+15,HAMILTON,L8K6J4,905,12/21/2011,12/31/2012,376,1,2011,2012,1,M,M,0,76,77,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3C4C7,905,5/12/2010,5/31/2011,384,1,2010,2011,2,FM,F,1,,,Y,D,0,NO,R,YES
6.2E+15,ST. CATHARINES,L2N5S8,905,1/12/2012,1/31/2013,385,1,2012,2013,1,M,M,1,76,77,N,C,0,NO,R,YES
6.2E+15,GRIMSBY,L3M4J3,905,3/16/2012,3/31/2013,380,1,2012,2013,3,AEM,M,0,76,77,Y,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2N1V2,905,4/10/2012,4/30/2013,385,1,2012,2013,3,AFM,M,0,76,77,N,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2T0A2,289,5/1/2012,5/31/2013,395,1,2012,2013,4,ACEM,M,0,76,77,Y,D,5,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H2Z3,905,7/4/2012,7/31/2013,392,1,2012,2013,2,MS,M,0,76,77,N,C,0,NO,R,YES
6.2E+15,WELLANDPORT,L0R2J0,905,8/29/2012,8/31/2013,367,1,2012,2013,3,AEM,M,1,76,77,N,D,3,YES,R,YES
6.2E+15,ST CATHARINES,L2T3G7,905,10/12/2012,10/31/2013,384,1,2012,2013,4,DEGM,F,0,76,77,N,D,3,YES,R,YES
6.2E+15,WELLAND,L3C4V7,905,5/12/2010,5/31/2011,384,1,2010,2011,1,M,F,1,,,N,D,0,NO,R,YES
6.2E+15,FORT ERIE,L2A2M5,905,5/12/2010,5/31/2011,384,1,2010,2011,1,M,F,0,,,N,D,0,NO,R,YES
6.2E+15,SMITHVILLE,L0R2A0,905,5/12/2010,5/31/2011,384,1,2010,2011,1,M,M,1,,,N,D,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K2G2,905,5/12/2010,5/31/2011,384,1,2010,2011,1,M,F,1,,,N,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2M4H3,905,11/29/2012,12/31/2013,397,1,2012,2013,2,MT,M,0,76,77,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3C 6C4,905,1/18/2013,1/31/2014,378,1,2013,2014,1,M,M,1,76,77,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3C 5W1,905,1/23/2013,1/31/2014,373,1,2013,2014,1,M,F,0,76,77,Y,C,2,YES,R,YES
6.2E+15,THOROLD,L2V4Y5,905,5/13/2010,5/31/2011,383,1,2010,2011,3,AEM,F,1,,,N,D,1,YES,R,YES
6.2E+15,VINELAND,L0R 2C0,905,2/25/2013,2/28/2014,368,1,2013,2014,2,GM,F,1,76,77,N,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R 6N6,905,5/28/2013,5/31/2014,368,1,2013,2014,1,M,M,1,76,77,Y,C,1,YES,R,YES
6.2E+15,WELLAND,L3C6Y9,289,5/13/2010,5/31/2011,383,1,2010,2011,1,M,F,1,,,N,D,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K 4A5,905,12/10/2013,12/31/2014,386,1,2013,2014,4,EGMO,F,0,76,77,N,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2N 4M7,905,1/9/2014,1/31/2015,387,1,2014,2015,1,M,M,1,76,77,N,C,0,NO,R,YES
6.2E+15,GRIMSBY,L2M 4E7,905,3/26/2014,3/31/2015,370,1,2014,2015,2,MS,F,0,76,77,N,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2J 3C5,905,5/5/2014,5/31/2015,391,1,2014,2015,1,M,M,1,76,77,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3B2T3,289,5/14/2010,5/31/2011,382,1,2010,2011,1,M,M,1,,,Y,D,1,YES,R,YES
6.2E+15,WELLAND,L3C4P4,905,5/14/2010,5/31/2011,382,1,2010,2011,1,M,F,1,,,Y,D,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G 0A1,905,5/14/2014,5/31/2015,382,1,2014,2015,1,M,M,0,76,77,N,C,0,NO,R,YES
6.2E+15,WELLANDPORT,L0R 2J0,905,10/27/2014,10/31/2015,369,1,2014,2015,2,MS,M,0,76,77,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2P3V2,905,5/14/2010,5/31/2011,382,1,2010,2011,1,M,F,0,,,N,D,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K 1G4,289,11/14/2014,11/30/2015,381,1,2014,2015,2,EM,M,0,76,77,Y,C,2,YES,R,YES
6.2E+15,ST CATHARINES,L2T3K7,905,5/14/2010,5/31/2011,382,1,2010,2011,1,M,F,1,,,N,D,1,YES,R,YES
6.2E+15,GRASSIE,L0R1M0,905,5/14/2010,5/31/2011,382,1,2010,2011,2,EM,F,1,,,N,D,3,YES,A,YES
6.2E+15,GRIMSBY,L3M4E7,,5/14/2010,5/31/2011,382,1,2010,2011,1,M,M,1,,,N,D,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2H 2Z8,905,1/6/2015,1/31/2016,390,1,2015,2016,2,GM,M,0,76,77,N,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2H2X3,905,5/14/2010,5/31/2011,382,1,2010,2011,2,EM,F,1,,,N,D,2,YES,A,YES
6.2E+15,WELLAND,L3C1L6,289,5/14/2010,5/31/2011,382,1,2010,2011,2,GM,M,1,,,Y,D,0,NO,R,YES
6.2E+15,GRIMSBY,L3M 4V8,905,1/19/2015,1/31/2016,377,1,2015,2016,1,M,M,1,76,77,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3C 6C2,905,2/10/2015,2/29/2016,384,1,2015,2016,4,ADGM,F,0,76,77,N,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2G 6M5,905,3/3/2015,3/31/2016,394,1,2015,2016,3,FGM,M,0,76,77,N,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R1P2,905,5/16/2010,5/31/2011,380,1,2010,2011,1,M,F,0,,,N,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2P 2V4,289,3/6/2015,3/31/2016,391,1,2015,2016,2,EM,F,0,76,77,Y,D,5,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H 1L9,905,6/1/2015,6/30/2016,395,1,2015,2016,3,GMO,M,0,76,77,Y,C,0,NO,R,YES
6.2E+15,WELLAND,L3B2R5,905,7/19/2010,5/31/2011,316,1,2010,2011,2,EM,M,1,,,N,D,5,YES,R,YES
6.2E+15,SMITHVILLE,L0R2A0,905,5/17/2010,5/31/2011,379,1,2010,2011,2,AM,F,1,,,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2R7J7,519,5/17/2010,5/31/2011,379,1,2010,2011,2,AM,M,0,,,N,D,6,YES,R,YES
6.2E+15,NIAGARA FALLS,L2J 1M6,,6/8/2015,6/30/2016,388,1,2015,2016,1,M,M,0,76,77,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2P 3T6,905,6/22/2015,6/30/2016,374,1,2015,2016,2,EM,M,0,76,77,Y,C,2,YES,R,YES
6.2E+15,PORT COLBORNE,L3K5V3,905,5/18/2010,5/31/2011,378,1,2010,2011,2,AM,M,1,,,N,D,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2J2G4,289,5/18/2010,5/31/2011,378,1,2010,2011,1,M,F,1,,,N,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2N2S8,,5/18/2010,5/31/2011,378,1,2010,2011,3,AMW,F,1,,,N,C,2,YES,R,YES
6.2E+15,NIAGARA ON THE LAKE,L0S1J0,905,11/2/2010,11/30/2012,759,2,2010,2012,6,BEFMOT,M,1,76,78,Y,A,2,YES,R,YES
6.2E+15,PORT COLBORNE,L3K6B9,905,11/18/2010,11/30/2012,743,2,2010,2012,5,AEFMW,F,0,76,78,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2M4V5,905,4/6/2011,4/30/2013,755,2,2011,2013,3,EMW,M,0,76,78,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3C2L7,905,4/7/2011,4/30/2013,754,2,2011,2013,5,EFMOS,M,0,76,78,N,C,0,NO,R,YES
6.2E+15,GRIMSBY,L3M5S5,905,12/22/2011,12/31/2013,740,2,2011,2013,3,AEM,M,0,76,78,Y,C,1,YES,R,YES
6.2E+15,CORINTH,38834,905,1/2/2013,2/28/2015,787,2,2013,2015,1,M,F,0,76,78,Y,C,0,NO,R,YES
6.2E+15,FONTHILL,L0S 1E0,905,4/9/2012,4/30/2014,751,2,2012,2014,2,GM,M,0,76,78,Y,C,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K 5T5,905,5/10/2012,5/31/2014,751,2,2012,2014,1,M,M,1,76,78,N,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2T1A8,905,5/20/2010,5/31/2011,376,1,2010,2011,3,EMO,F,0,,,N,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2M 1J8,647,10/25/2013,10/31/2015,736,2,2013,2015,1,M,M,0,76,78,Y,C,0,NO,R,YES
6.2E+15,PELHAM,L0S 1C0,905,11/26/2010,3/31/2014,1221,3,2010,2014,3,GMT,F,1,76,79,Y,C,0,NO,R,YES
6.2E+15,GRIMSBY,L3M 3C8,905,6/3/2011,6/30/2014,1123,3,2011,2014,3,AEM,M,0,76,79,Y,D,1,YES,R,YES
6.2E+15,GRIMSBY,L3M 1K1,905,1/9/2012,1/31/2015,1118,3,2012,2015,4,AFGM,M,0,76,79,N,C,0,NO,R,YES
6.2E+15,THOROLD,L2V 1J8,905,6/8/2012,6/30/2015,1117,3,2012,2015,2,EM,F,0,76,79,Y,C,1,YES,R,YES
6.2E+15,WAINFLEET,L0S 1V0,905,12/28/2012,12/31/2015,1098,3,2012,2015,2,EM,F,0,76,79,Y,C,0,NO,R,YES
6.2E+15,VIRGIL,L0S 1T0,905,3/28/2013,3/31/2016,1099,3,2013,2016,1,M,M,0,76,79,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3B 5N4,905,6/24/2013,6/30/2016,1102,3,2013,2016,5,EFGMW,M,0,76,79,Y,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2T1M4,,5/21/2010,5/31/2011,375,1,2010,2011,2,EM,F,1,,,N,D,3,YES,R,YES
6.2E+15,SMITHVILLE,L0R2A0,,5/21/2010,5/31/2011,375,1,2010,2011,2,GM,F,1,,,N,D,1,YES,R,YES
6.2E+15,WELLAND,L3C3G3,,5/21/2010,5/31/2011,375,1,2010,2011,1,M,F,1,,,N,D,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K 5Z7,905,2/19/2011,2/28/2015,1470,4,2011,2015,4,AFGM,M,0,76,80,Y,C,0,NO,R,YES
6.2E+15,SMITHVILLE,L0R 2A0,905,5/19/2011,7/31/2015,1534,4,2011,2015,4,GMOT,F,1,76,80,N,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R6C1,905,5/21/2010,5/31/2011,375,1,2010,2011,1,M,F,0,,,N,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2P 2X4,905,1/4/2012,1/31/2016,1488,4,2012,2016,5,AEGMW,M,0,76,80,Y,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2G 6R4,905,10/4/2012,10/31/2016,1488,4,2012,2016,4,BEGM,F,0,76,80,Y,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2G 5X3,905,10/9/2012,10/31/2016,1483,4,2012,2016,5,EFGMS,F,0,76,80,Y,C,0,NO,A,YES
6.2E+15,NIAGARA FALLS,L2G5W1,905,5/25/2010,5/31/2011,371,1,2010,2011,1,M,F,0,,,N,D,3,YES,R,YES
6.2E+15,ST CATHARINES,L2R1K1,905,5/25/2010,5/31/2011,371,1,2010,2011,1,M,F,0,,,N,D,0,NO,R,YES
6.2E+15,BEAMSVILLE,L0R1B9,289,5/25/2010,5/31/2011,371,1,2010,2011,1,M,F,0,,,N,D,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2J 1P2,905,1/4/2010,4/30/2015,1942,5,2010,2015,4,AFGM,M,0,76,81,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3B1N5,905,5/25/2010,5/31/2011,371,1,2010,2011,1,M,M,0,,,Y,D,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2G 4T4,905,5/25/2010,5/31/2016,2198,6,2010,2016,2,GM,F,0,76,82,Y,C,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K5V3,,5/27/2010,5/31/2011,369,1,2010,2011,2,EM,F,0,,,Y,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2R3H2,,5/27/2010,5/31/2011,369,1,2010,2011,1,M,F,0,,,N,D,1,YES,R,YES
6.2E+15,FENWICK,L0S1C0,905,5/27/2010,5/31/2011,369,1,2010,2011,2,AM,F,1,,,N,D,0,NO,R,YES
6.2E+15,WELLAND,L3C6K1,,5/28/2010,5/31/2011,368,1,2010,2011,1,M,F,0,,,Y,D,3,YES,R,YES
6.2E+15,THOROLD,L2V2E7,905,5/28/2010,5/31/2011,368,1,2010,2011,3,MOS,F,0,,,Y,D,3,YES,R,YES
6.2E+15,ST CATHARINES,L2N4S4,905,5/29/2010,5/31/2011,367,1,2010,2011,1,M,M,0,,,N,D,2,YES,R,YES
6.2E+15,THOROLD,L2V1A7,905,5/30/2010,5/31/2011,366,1,2010,2011,1,M,M,0,,,N,D,1,YES,R,YES
6.2E+15,GRIMSBY,L3M2X5,905,5/30/2010,5/31/2011,366,1,2010,2011,1,M,M,0,,,Y,D,3,YES,R,YES
6.2E+15,ST CATHARINES,L2R6M2,905,5/31/2010,5/31/2011,365,1,2010,2011,1,M,F,0,,,Y,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2T2N5,905,5/29/2010,5/31/2011,367,1,2010,2011,2,EM,F,0,,,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2N3J2,905,5/29/2010,5/31/2011,367,1,2010,2011,1,M,M,1,,,N,D,0,NO,R,YES
6.2E+15,WELLAND,L3C7A5,905,6/1/2010,6/30/2011,394,1,2010,2011,1,M,M,0,,,N,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2R4T7,905,6/1/2010,6/30/2011,394,1,2010,2011,1,M,M,1,,,N,D,2,YES,R,YES
6.2E+15,WELLAND,L3C3C8,905,6/1/2010,6/30/2011,394,1,2010,2011,1,M,F,0,,,N,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2P3T6,905,6/2/2010,6/30/2011,393,1,2010,2011,2,AM,M,0,,,Y,D,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2E 2V1,905,6/26/2014,7/31/2014,35,0,2014,2014,2,DM,F,0,75,75,Y,C,0,NO,R,YES
6.2E+15,FENWICK,L0S1C0,905,6/3/2010,6/30/2011,392,1,2010,2011,1,M,F,0,,,Y,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R1T5,289,6/1/2010,6/30/2011,394,1,2010,2011,1,M,F,0,,,N,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2M6S3,905,7/27/2012,6/30/2013,338,1,2012,2013,2,EM,F,0,75,76,Y,C,0,NO,R,YES
6.2E+15,BEAMSVILLE,L0R1B2,905,5/13/2010,5/31/2011,383,1,2010,2011,1,M,M,0,75,76,Y,D,0,NO,R,YES
6.2E+15,WELLAND,L3B1N2,905,10/22/2010,10/31/2011,374,1,2010,2011,1,M,M,0,75,76,N,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2R5K8,905,1/14/2011,1/31/2012,382,1,2011,2012,3,EFM,M,0,75,76,N,D,1,YES,R,YES
6.2E+15,FORT ERIE,L2A1T9,289,1/18/2011,1/31/2012,378,1,2011,2012,1,M,F,0,75,76,Y,D,0,NO,R,YES
6.2E+15,THOROLD,L2V1M7,905,6/4/2010,6/30/2011,391,1,2010,2011,2,EM,M,0,,,Y,D,2,YES,R,YES
6.2E+15,PORT COLBORNE,L3K1M6,905,1/24/2011,1/31/2012,372,1,2011,2012,2,EM,M,0,75,76,N,D,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H3B6,,5/19/2011,5/31/2012,378,1,2011,2012,1,M,F,0,75,76,N,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2E2A8,289,5/20/2011,5/31/2012,377,1,2011,2012,2,EM,F,1,75,76,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2M4R8,,6/4/2010,6/30/2011,391,1,2010,2011,2,EM,F,1,,,N,D,1,YES,R,YES
6.2E+15,FORT ERIE,L2A3A3,905,5/30/2012,5/31/2013,366,1,2012,2013,2,EM,F,0,75,76,Y,D,4,YES,R,YES
6.2E+15,GRIMSBY,L3M4G7,905,8/10/2012,8/31/2013,386,1,2012,2013,4,EFMS,M,0,75,76,N,D,2,YES,R,YES
6.2E+15,WELLAND,L3B 3A9,905,7/29/2013,7/31/2014,367,1,2013,2014,3,EGM,M,0,75,76,Y,D,1,YES,R,YES
6.2E+15,THOROLD,L2V 2N5,905,10/29/2013,10/31/2014,367,1,2013,2014,2,EM,F,0,75,76,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2R 6P7,905,10/29/2013,10/31/2014,367,1,2013,2014,4,FGMO,M,0,75,76,Y,D,0,NO,R,YES
6.2E+15,ST DAVIDS,L0S 1P0,289,5/5/2014,5/31/2015,391,1,2014,2015,2,EM,M,1,75,76,N,C,1,YES,R,YES
6.2E+15,NIAGARA FALLS,L2G 7K8,,5/9/2014,5/31/2015,387,1,2014,2015,1,M,M,0,75,76,N,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2G 4A3,289,5/20/2014,5/31/2015,376,1,2014,2015,3,EGM,M,1,75,76,N,D,5,YES,R,YES
6.2E+15,GRIMSBY,L3M 1J3,905,5/21/2014,5/31/2015,375,1,2014,2015,3,EGM,M,1,75,76,N,C,1,YES,R,YES
6.2E+15,WELLANDPORT,L0R 2J0,905,5/30/2014,5/31/2015,366,1,2014,2015,2,EM,F,1,75,76,N,D,8,YES,R,YES
6.2E+15,ST CATHARINES,L2M 7P7,,9/9/2014,9/30/2015,386,1,2014,2015,1,M,M,0,75,76,Y,C,0,NO,R,YES
6.2E+15,NIAGARA ON THE LAKE,L0S 1J0,905,11/3/2014,11/30/2015,392,1,2014,2015,2,GM,F,0,75,76,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3C 1E1,905,1/12/2015,1/31/2016,384,1,2015,2016,4,EMSW,M,0,75,77,Y,D,6,YES,R,YES
6.2E+15,GRIMSBY,L3M 0G1,905,9/1/2015,9/30/2016,395,1,2015,2016,2,GM,F,0,75,76,Y,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2J 1H1,905,12/15/2015,12/31/2016,382,1,2015,2016,2,GM,F,0,75,76,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3C2V6,905,2/24/2010,2/29/2012,735,2,2010,2012,2,MW,M,0,75,77,N,C,0,NO,R,YES
6.2E+15,GRIMSBY,L3M4E7,905,1/4/2011,1/31/2013,758,2,2011,2013,4,EMOT,F,0,75,77,N,C,0,NO,R,YES
6.2E+15,BEAMSVILLE,L0R1B2,905,1/7/2011,5/31/2013,875,2,2011,2013,2,AM,F,0,75,78,N,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2G2G9,905,6/8/2010,6/30/2011,387,1,2010,2011,2,GM,M,0,,,N,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2P1T1,905,5/9/2011,5/31/2013,753,2,2011,2013,1,M,F,0,75,78,N,C,0,NO,R,YES
6.2E+15,GRIMSBY,L3M1P6,905,7/2/2011,7/31/2013,760,2,2011,2013,5,EFKMO,M,1,75,77,Y,C,0,NO,R,YES
6.2E+15,WELLAND,L3B 5N8,905,11/8/2012,11/30/2014,752,2,2012,2014,2,EM,M,1,75,77,N,D,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2H 2N9,905,2/28/2013,2/28/2015,730,2,2013,2015,1,M,M,0,75,77,N,C,0,NO,R,YES
6.2E+15,THOROLD,L2V5C1,905,6/9/2010,6/30/2011,386,1,2010,2011,3,EMS,M,1,,,Y,D,4,YES,R,YES
6.2E+15,WELLAND,L3B 3H4,289,4/10/2014,4/30/2016,751,2,2014,2016,3,EGM,F,0,75,77,Y,D,5,YES,R,YES
6.2E+15,ST CATHARINES,L2R5A1,905,6/10/2010,6/30/2011,385,1,2010,2011,2,AM,M,0,,,Y,D,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K 4Y5,905,10/17/2014,10/31/2016,745,2,2014,2016,3,EGM,F,0,75,77,N,C,0,NO,R,YES
6.2E+15,WELLAND,L3C6C1,905,6/11/2010,6/30/2011,384,1,2010,2011,4,AEFM,F,0,,,N,D,3,YES,R,YES
6.2E+15,ST CATHARINES,L2S 1R3,905,5/3/2011,5/31/2014,1124,3,2011,2014,1,M,M,0,75,78,N,C,2,YES,R,YES
6.2E+15,THOROLD,L2V 1X5,289,6/2/2011,6/30/2014,1124,3,2011,2014,1,M,F,0,75,79,N,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2N 7L5,905,6/27/2011,6/30/2014,1099,3,2011,2014,2,GM,F,0,75,78,N,C,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K 2T8,905,2/25/2012,8/31/2014,918,3,2012,2014,1,M,F,0,75,78,Y,C,0,NO,R,YES
6.2E+15,PORT COLBORNE,L3K 5E6,905,1/6/2012,1/31/2015,1121,3,2012,2015,4,EFGM,M,0,75,78,Y,C,1,YES,R,YES
6.2E+15,WELLAND,L3C 1B4,289,11/7/2012,11/30/2015,1118,3,2012,2015,4,FGMW,M,0,75,78,N,C,0,NO,R,YES
6.2E+15,THOROLD,L2V 1X5,289,1/22/2013,1/31/2016,1104,3,2013,2016,4,EGMW,F,0,75,78,N,D,3,YES,R,YES
6.2E+15,VINELAND,L0R2C0,289,6/11/2010,6/30/2011,384,1,2010,2011,2,EM,F,0,,,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2S2S9,905,6/11/2010,6/30/2011,384,1,2010,2011,1,M,M,1,,,Y,D,0,NO,R,YES
6.2E+15,WELLANDPORT,L0R2J0,905,6/14/2010,6/30/2011,381,1,2010,2011,2,FM,M,0,,,Y,D,1,YES,R,YES
6.2E+15,WELLAND,L3C6R4,905,6/14/2010,6/30/2011,381,1,2010,2011,3,KMO,M,0,,,Y,C,1,YES,R,YES
6.2E+15,ST CATHARINES,L2M6T7,289,6/15/2010,6/30/2011,380,1,2010,2011,1,M,M,0,,,N,D,1,YES,R,YES
6.2E+15,GRIMSBY,L3M 5S5,289,5/4/2010,7/31/2014,1549,4,2010,2014,2,AM,M,1,75,79,N,D,0,NO,R,YES
6.2E+15,GRIMSBY,L3M 1L5,905,1/31/2011,1/31/2015,1461,4,2011,2015,2,GM,F,0,75,79,Y,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2J1X3,,6/15/2010,6/30/2011,380,1,2010,2011,2,AM,M,1,,,Y,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2M3W7,905,6/15/2010,6/30/2011,380,1,2010,2011,1,M,F,0,,,N,D,1,YES,R,YES
6.2E+15,BEAMSVILLE,L0R 1B9,905,5/9/2011,5/31/2015,1483,4,2011,2015,4,FGMT,M,0,75,79,Y,C,0,NO,R,YES
6.2E+15,NIAGARA FALLS,L2J 1L8,905,4/2/2012,4/30/2016,1489,4,2012,2016,4,EFGM,M,0,75,80,Y,C,0,NO,R,YES
6.2E+15,ST CATHARINES,L2M 6B3,905,4/23/2010,12/31/2014,1713,5,2010,2014,1,M,F,0,75,80,N,C,0,NO,R,YES
6.2E+15,THOROLD,L2V 4X6,905,11/28/2011,11/30/2016,1829,5,2011,2016,5,EGMPS,M,0,75,80,Y,C,0,NO,R,YES
6.2E+15,WELLAND,L3C3K1,905,6/17/2010,6/30/2011,378,1,2010,2011,1,M,F,0,,,Y,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2N5T8,905,6/18/2010,6/30/2011,377,1,2010,2011,1,M,M,0,,,Y,D,1,YES,R,YES
6.2E+15,ST CATHARINES,L2N6X7,905,6/21/2010,6/30/2011,374,1,2010,2011,1,M,M,0,,,Y,D,4,YES,R,YES
6.2E+15,WELLAND,L3B5Z4,905,6/21/2010,6/30/2011,374,1,2010,2011,3,AEM,M,0,,,Y,D,2,YES,R,YES
6.2E+15,BEAMSVILLE,L0R1T5,905,6/24/2010,6/30/2011,371,1,2010,2011,1,M,F,0,,,Y,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2N2S4,905,6/24/2010,6/30/2011,371,1,2010,2011,1,M,M,0,,,Y,D,2,YES,R,YES
6.2E+15,BEAMSVILLE,L0R1B7,905,6/25/2010,6/30/2011,370,1,2010,2011,1,M,M,0,,,N,D,1,YES,R,YES
6.2E+15,FORT ERIE,L2A6P8,905,6/20/2010,6/30/2011,375,1,2010,2011,3,AEM,M,0,,,N,D,2,YES,R,YES
6.2E+15,ST CATHARINES,L2R6M5,905,6/27/2010,6/30/2011,368,1,2010,2011,1,M,M,0,,,N,D,4,YES,R,YES
6.2E+15,NIAGARA FALLS,L3E6A2,905,6/28/2010,6/30/2011,367,1,2010,2011,1,M,M,0,,,N,D,0,NO,R,YES
6.2E+15,NIAGARA ON THE LAKE,L0S1J0,905,6/30/2010,6/30/2011,365,1,2010,2011,2,EM,M,0,,,Y,D,2,YES,R,YES
6.2E+15,GRIMSBY,L3M4J3,905,4/26/2010,4/30/2011,369,1,2010,2011,1,M,M,0,74,75,N,D,0,NO,R,YES
6.2E+15,ST CATHARINES,L2M4T7,289,5/12/2010,5/31/2011,384,1,2010,2011,2,AM,M,0,74,75,Y,D,1,YES,R,YES
6.2E+15,WELLAND,L3B3P3,905,7/1/2010,7/31/2011,395,1,2010,2011,1,M,F,1,,,Y,D,2,YES,R,YES
6.2E+15,NIAGARA FALLS,L2J2N2,289,7/2/2010,7/31/2011,394,1,2010,2011,2,AM,M,0,,,N,D,1,YES,R,YES
6.2E+15,GRIMSBY,L3M5L5,905,7/2/2010,7/31/2011,394,1,2010,2011,2,AM,M,1,,,Y,D,0,NO,R,YES
